Hulu_sm_id,Hulu_id,Rovi_id,Rovi_SM_id,episode_title,ozoneepisodetitle,OzoneOriginalEpisodeTitle,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,series_id_match,Px_series_id,Episode mapping,Comment
23104,807535,446117,,The Stand-In, 'The Stand-in',|['The Stand-In',3253210,3253210,,,,,,,Pass,Pass
23104,809173,447877,,The Betrayal, 'The Betrayal',|['The Betrayal',3255774,3255774,,,,,,,Pass,Pass
23104,807628,447354,,The Slicer, 'The Slicer',|['The Slicer',3255503,3255503,,,,,,,Pass,Pass
23104,807618,455529,,The Bookstore, 'The Bookstore',|['The Bookstore',3258517,3258517,,,,,,,Pass,Pass
23104,807576,440394,,The Serenity Now, 'The Serenity Now',|['The Serenity Now',3249940,3249940,,,,,,,Pass,Pass
23104,807577,445875,,The Junk Mail, 'The Junk Mail',|['The Junk Mail',3250489,3250489,,,,,,,Pass,Pass
23104,807630,455611,,The Frogger, 'The Frogger',|['The Frogger',3258936,3258936,,,,,,,Pass,Pass
23104,807635,449295,,The Strike, 'The Strike',|['The Strike',3274910,3274910,,,,,,,Pass,Pass
23104,807636,450066,,The Dealership, 'The Dealership',|['The Dealership',3256583,3256583,,,,,,,Pass,Pass
23104,807575,442323,,The Blood, 'The Blood',|['The Blood',3250243,3250243,,,,,,,Pass,Pass
23104,807574,452249,,The Strong Box, 'The Strongbox',|['The Strongbox',3257377,3257377,,,,,,,Pass,Pass
23104,807609,451847,,The Cartoon, 'The Cartoon',|['The Cartoon',3257155,3257155,,,,,,,Pass,Pass
23104,807608,436354,,The Butter Shave, 'The Butter Shave',|['The Butter Shave',3245736,3245736,,,,,,,Pass,Pass
23104,807607,455924,,The Maid, 'The Maid',|['The Maid',3271781,3271781,,,,,,,Pass,Pass
23104,807572,446642,,The Merv Griffin Show, 'The Merv Griffin Show',|['The Merv Griffin Show',3255205,3255205,,,,,,,Pass,Pass
23104,807617,453435,,The Burning, 'The Burning',|['The Burning',3258174,3258174,,,,,,,Pass,Pass
23104,807616,452877,,The Wizard, 'The Wizard',|['The Wizard',3257753,3257753,,,,,,,Pass,Pass
23104,807606,455943,,The Puerto Rican Day, 'The Puerto Rican Day',|['The Puerto Rican Day',3272088,3272088,,,,,,,Pass,Pass
23104,807571,437897,,The Voice, 'The Voice',|['The Voice',3249639,3249639,,,,,,,Pass,Pass
23104,807570,448346,,The Apology, 'The Apology',|['The Apology',3256267,3256267,,,,,,,Pass,Pass
23104,807629,451134,,The Reverse Peephole, 'The Reverse Peephole',|['The Reverse Peephole',3256864,3256864,,,,,,,Pass,Pass
23104,807615,433757,,The Yada Yada, 'The Yada Yada',|['The Yada Yada',3280128,3280128,,,,,,,Pass,Pass
