px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,Comment
2781356,SM,,True,EN,14656550,SM,,True,EN,False,False,False,False,True,True,False,False,True,
867299,MO,,True,EN,143796,MO,,True,EN,False,False,False,False,True,True,False,False,True,
14660354,SM,,True,EN,7984781,SM,,True,EN,False,False,False,False,True,True,False,False,,
125301,MO,,True,EN,144602,MO,,True,EN,False,False,False,False,False,False,False,True,,
956535,MO,,True,EN,14631562,MO,,True,EN,False,False,False,False,True,True,False,False,True,
3879700,SM,,True,EN,14789035,SM,,True,EN,False,False,False,False,True,True,False,False,,
14658445,SM,,True,EN,7250878,SM,,True,EN,False,False,True,False,True,True,False,False,,
14631566,MO,,True,EN,301223,MO,,True,EN,False,False,False,False,True,True,False,False,,
3767209,SM,,True,EN,9023619,SM,,True,EN,False,False,False,False,True,True,True,False,True,
3430588,SM,,True,EN,9993632,SM,,True,EN,False,False,False,False,True,True,False,False,True,
2841823,SM,,True,EN,14664350,SM,,True,EN,False,False,False,False,True,True,False,False,True,
3796920,SM,,True,EN,14656910,SM,,True,EN,False,False,False,False,True,True,False,False,True,
14628044,SM,,True,EN,7723863,SM,,True,EN,False,False,False,False,True,True,False,False,,
3495329,SM,,True,EN,14627698,SM,,True,EN,False,False,False,False,True,True,False,False,True,
3403213,SM,,True,EN,14553210,SM,,True,EN,False,False,False,False,True,True,False,False,True,
14664153,SM,,True,EN,7545857,SM,,True,EN,False,False,False,False,True,True,False,False,True,
115815,MO,,True,EN,1001412,MO,,True,EN,False,False,False,False,True,True,False,True,,
117781,MO,,True,EN,12961231,MO,,True,EN,False,False,False,False,True,False,False,True,True,
110304,MO,,True,EN,1037901,MO,,True,EN,False,False,True,False,True,True,False,True,True,
