px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,Comment
2868503,SM,,True,EN,14531875,SM,,True,EN,False,False,False,False,True,True,False,True,True,
14658335,SM,,True,EN,13347112,SM,,True,EN,False,False,True,False,True,True,True,False,,
14658856,SM,,True,EN,12998281,SM,,True,EN,False,False,True,False,True,True,True,False,,
75408,MO,,True,EN,842652,MO,,True,EN,False,False,False,False,True,False,False,True,True,
14638443,SM,,True,EN,3416497,SM,,True,EN,False,False,False,False,True,True,False,False,,
876724,MO,,True,EN,818333,MO,,True,EN,False,False,False,False,False,False,True,True,,
3403213,SM,,True,EN,14553210,SM,,True,EN,False,False,False,False,True,True,False,False,True,
3796920,SM,,True,EN,14656910,SM,,True,EN,False,False,False,False,True,True,False,False,True,
7415459,SM,,True,EN,14470645,SM,,True,EN,False,False,False,False,True,False,False,False,,
14636993,SM,,True,EN,2908903,SM,,True,EN,False,False,True,False,True,True,False,False,,
4848420,SM,,True,EN,3121684,SM,,True,EN,False,False,False,False,True,True,False,True,True,
14655802,SM,,True,EN,7628995,SM,,True,EN,False,False,False,False,True,True,False,False,,
8129940,SM,,True,EN,14639472,SM,,True,EN,False,False,False,False,True,False,False,False,True,
14629312,MO,,True,EN,125899,MO,,True,EN,False,False,False,False,True,True,False,False,,
13372739,SM,,True,EN,3852602,SM,,True,EN,False,False,True,False,True,True,False,False,True,
3324611,SM,,True,EN,3364472,SM,,True,EN,False,False,False,False,True,False,False,False,True,
14657176,SM,,True,EN,6988984,SM,,True,EN,False,False,False,False,True,True,False,False,,
815992,MO,,True,EN,1773258,OT,,True,EN,False,False,False,False,True,True,False,False,,
796494,MO,,True,EN,14633822,MO,,True,EN,False,False,False,False,True,True,False,False,True,
867437,MO,,True,EN,14629322,MO,,True,EN,False,False,False,False,True,True,False,False,True,
866332,MO,,True,EN,1086468,MO,,True,EN,False,False,False,False,True,False,False,False,True,
58812,MO,,True,EN,107861,MO,,True,EN,False,False,False,False,False,False,False,False,False,
12995285,MO,,True,EN,14628,MO,,True,EN,False,False,False,False,False,False,False,True,False,
14652686,SM,,True,EN,14381764,SM,,True,EN,False,False,False,False,True,False,False,False,,
3534494,SM,,True,EN,14619139,SM,,True,EN,False,False,False,False,True,True,False,False,,
14629335,MO,,True,EN,559212,MO,,True,EN,False,False,False,False,True,True,False,False,,
21563,MO,,True,EN,310574,MO,,True,EN,False,False,False,False,True,True,False,False,True,
3544770,SM,,True,EN,9359956,SM,,True,EN,False,False,False,False,False,False,False,False,False,
804461,MO,103468,True,EN,12965747,MO,,True,EN,False,False,False,False,False,False,False,True,True,
2821335,SM,,True,EN,13088118,SM,,True,EN,False,False,False,False,True,True,False,False,True,
3340323,SM,,True,EN,7834114,SM,,True,EN,False,False,False,False,True,True,True,False,True,
2977504,SM,,True,EN,11531350,SM,,True,EN,False,False,False,False,True,True,False,True,,
2882560,SM,,True,EN,9291375,SM,,True,EN,False,False,False,False,False,True,False,False,,
9210480,SM,,True,EN,14880744,SM,,True,EN,False,False,True,False,True,True,False,True,True,
3423538,SM,3422911,True,EN,14655260,SM,,True,EN,False,False,False,False,True,True,False,False,True,
889998,MO,,True,EN,973396,MO,,True,EN,False,False,False,False,True,True,False,True,,
3416498,SM,,True,EN,8292656,SM,,True,EN,False,False,False,False,True,True,True,False,True,
