Hulu_id,Rovi_id,movie_name,release_year,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping
1500749,6474367848,Out of Blue,2018,12788270,14015879,"[{'source_id': '1500749,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":0.9,""run_time"":0,""release_year_diff"":1,""release_year_missing"":0,""run_time_diff"":7,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:14015879"",""id_2"":""hulu:1500749"",""score"":3.18}'}]","[{'12788270': 'rovi_id:6474367848,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",,,FALSE,Fail,Fail
1507676,5961295406,Diane ,2018,1063104,1063104,,,,,,Pass,Pass
1505930,1220799,Rules of Engagement,2000,58328,58328,,,,,,Pass,Pass
1508092,2324938,88 Minutes,2007,73711,73711,,,,,,Pass,Pass
1513952,1483520,Minority Report ,2002,62253,62253,,,,,,Pass,Pass
1515213,6957814134,The Brink ,2019,13497663,13559723,"[{'13497663': 'rovi_id:18842440,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":17,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '1515213,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":4811,""run_time_missing"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13559723"",""id_2"":""hulu:1515213"",""score"":3.2}'}]","[{'13497663': 'rovi_id:6957814134,Map_reason:not found in projectx'}]",TRUE,,FALSE,Fail,Fail
1505928,1464849,The Sum of All Fears,2002,81656,81656,,,,,,Pass,Pass
1513954,2474977,Into the Blue 2: The Reef,2009,6839,6839,,,,,,Pass,Pass
1512163,6503915010,Terror in the Woods,2018,496828,496828,,,,,,Pass,Pass
1512163,6503915010,Terror in the Woods,2018,496828,496828,,,,,,Pass,Pass
1512006,6790565728,Stalked By My Patient,2018,1085713,1085713,,,,,,Pass,Pass
1484441,5845478904,Swimming With Men,2018,1081912,1081912,,,,,,Pass,Pass
1486636,982759650,Mission: Impossible III,2006,73246,73246,,,,,,Pass,Pass
1483746,5323108016,DriverX,2017,1081783,1081783,,,,,,Pass,Pass
1487174,2228679,Good Luck Chuck,2007,76707,76707,,,,,,Pass,Pass
1508316,2352100,My Best Friend's Girl,2008,82973,82973,,,,,,Pass,Pass
1508317,865745523,Cooties,2014,149366,149366,,,,,,Pass,Pass
1481091,1093136,Billboard Dad,1998,2923,2923,,,,,,Pass,Pass
1496608,1220203,Dragonheart: A New Beginning,2000,3351,3351,,,,,,Pass,Pass
1499948,2121961,The Good Shepherd,2006,72609,72609,,,,,,Pass,Pass
1496606,472560,Kindergarten Cop,1990,989597,989597,,,,,,Pass,Pass
1492615,422594,Dragonheart,1996,60894,60894,,,,,,Pass,Pass
1492613,430975,Dante's Peak,1997,56230,56230,,,,,,Pass,Pass
1496603,6398022002,Vox Lux,2018,1074734,1074734,,,,,,Pass,Pass
1477689,7347673373,All That We Destroy,2019,13824865,13759884,"[{'source_id': '1477689,Map_reason:{""color"":1,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""release_year_diff"":0,""release_year_missing"":0,""run_time_diff"":0,""run_time_missing"":1,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:13759884"",""id_2"":""hulu:1477689"",""score"":3.2}'}]","[{'13824865': 'rovi_id:7347673373,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":true,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.0}'}]",,,FALSE,Fail,Fail
1493283,6451907279,Vice ,2018,173367,173367,,,,,,Pass,Pass
1492612,402343,Straw Dogs,2011,97442,97442,,,,,,Pass,Pass
1496602,2397023,District 9,2009,86450,86450,,,,,,Pass,Pass
1496602,2397023,District 9,2009,86450,86450,,,,,,Pass,Pass
1479390,6413387683,The Clovehitch Killer,2018,1081456,1081456,,,,,,Pass,Pass
1482695,6565427631,Astral,2018,356752,356752,,,,,,Pass,Pass
1492617,1022080348,Semi-Pro,2008,76026,76026,,,,,,Pass,Pass
1485523,1074247,The Lonely Man,1957,585410,585410,,,,,,Pass,Pass
1479878,982759672,True Grit ,2010,92501,14618600,"[{'source_id': '1479878,Map_reason:new'}]","[{'92501': 'rovi_id:982759672,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":192,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}]",,,FALSE,Fail,Fail
