px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,Comment
100558,MO,,True,EN,12993819,MO,,True,EN,True,False,True,False,False,False,False,True,True,
12993612,MO,,True,EN,552865,MO,,True,EN,True,False,False,False,False,True,False,True,True,
574092,MO,,True,EN,829284,MO,,True,EN,False,False,False,False,True,True,False,False,,
12993163,MO,,True,EN,884200,MO,,True,EN,True,False,False,False,True,True,False,False,True,
501971,MO,,True,EN,12993129,MO,,True,EN,False,False,True,False,False,True,False,False,True,
1627498,OT,,True,EN,1454095,OT,,True,EN,True,False,False,False,True,True,False,True,True,
18118,MO,,True,EN,643461,MO,641561,True,EN,False,False,False,False,True,True,False,False,,
12993029,MO,,True,EN,838242,MO,,True,EN,True,False,False,False,True,True,False,True,True,
14803075,MO,,True,EN,905961,MO,,True,EN,False,False,False,False,True,True,False,True,True,
107695,MO,,True,EN,1540456,OT,,True,EN,False,False,True,False,True,True,False,False,True,
2154039,OT,,True,EN,804660,MO,,True,EN,True,False,False,False,False,True,False,False,True,
869449,MO,,True,EN,882499,MO,,True,EN,False,False,False,False,False,False,True,True,True,
861075,MO,,True,EN,1010143,MO,,True,EN,False,False,False,False,True,True,False,False,True,
892172,MO,12281836,True,EN,928093,MO,,True,EN,False,False,False,False,True,True,False,True,True,
867753,MO,,True,EN,1923473,OT,,True,EN,False,False,False,False,True,True,False,True,True,
12281177,MO,,True,EN,907317,MO,,True,EN,False,False,False,False,False,True,True,True,True,
399671,MO,,True,EN,34457,MO,,True,EN,False,False,False,False,True,True,False,False,True,
163142,MO,,True,EN,933121,MO,,True,EN,False,False,False,False,True,True,False,True,True,
12992818,MO,,True,EN,797408,MO,,True,EN,False,False,False,False,True,False,False,True,True,
347950,MO,,True,EN,383796,MO,,True,EN,False,False,False,False,True,True,False,False,True,
13986218,MO,,True,EN,868232,MO,,True,EN,False,False,False,False,True,True,False,True,True,
1081308,MO,,True,EN,28783,MO,,True,EN,False,False,False,False,True,True,False,False,True,
1111238,OT,,True,EN,1504961,MO,,True,EN,False,False,False,False,False,True,False,True,True,
12992746,MO,,True,EN,314726,MO,,True,EN,True,False,False,False,True,True,False,False,True,
12960374,MO,,True,EN,802935,MO,,True,EN,True,False,False,False,True,False,False,False,True,
129093,MO,,True,EN,834533,MO,,True,EN,False,False,False,False,True,False,False,False,True,
12992671,MO,,True,EN,866773,MO,,True,EN,True,False,False,False,True,True,False,False,True,
12451823,MO,,True,EN,12992676,MO,,True,EN,False,False,True,False,True,True,False,False,,
948740,MO,85306,True,EN,585303,MO,,True,EN,False,False,False,False,True,True,True,True,True,
881297,MO,,True,EN,886264,MO,,True,EN,False,False,False,False,True,True,True,True,,
1052271,MO,,True,EN,579561,MO,,True,EN,False,False,False,False,False,False,False,False,True,
127895,MO,,True,EN,13528728,MO,,True,EN,False,False,False,False,True,True,False,True,True,
452559,MO,,True,EN,30780,MO,,True,EN,False,False,False,False,False,False,False,True,True,
758870,MO,,True,EN,12992548,MO,,True,EN,False,False,True,False,True,True,False,False,True,
14737,MO,,True,EN,43529,MO,,True,EN,False,False,False,False,True,True,False,False,True,
868997,MO,,True,EN,876816,MO,,True,EN,False,False,False,False,True,True,False,True,,
2327429,OT,,True,EN,145868,MO,,True,EN,False,False,False,False,False,True,False,True,True,
282539,MO,,True,EN,569435,MO,,True,EN,True,False,False,False,True,True,False,False,True,
592742,MO,,True,EN,589831,MO,,True,EN,False,False,False,False,True,True,False,True,,
968881,MO,,True,EN,12994738,MO,,True,EN,False,False,True,False,False,True,False,False,True,
555779,MO,,True,EN,12992423,MO,,True,EN,False,False,False,False,False,False,False,True,True,
652690,MO,,True,EN,770863,MO,,True,EN,False,False,False,False,True,False,False,True,True,
86678,MO,,True,EN,1321126,OT,,True,EN,False,False,True,False,True,True,False,False,True,
163445,MO,,True,EN,14801440,MO,,True,EN,False,False,False,False,True,True,False,True,True,
46035,MO,,True,EN,30574,MO,,True,EN,False,False,False,False,True,True,True,True,,
886615,MO,,True,EN,973123,MO,,True,EN,False,False,False,False,True,True,True,True,True,
